gid,__gid,region,line_name,voltage,capacity_mw,current_load_mw,length_km,no_of_ckt,condu_type,bundl_type,ntr_line,owner,status,ckt_comm_y,impl_mode,nip_id,opgw,fbr_comm_y,opgw_ckt,owner_opgw,t_fbr_opgw,fbr_pwr_ap,fbr_tel_se,sy_ps_loca,symbology,source_gid,selection_basis,inside_study_area_length_km_calculated,source_geometry_length_km_calculated,geometry_wkt
10350,20350,NR,Mock Mayur Vihar - Patparganj 400 kV D/C Line 0350,400 kV,1800,0.0,3.839,2,ACSR Zebra,Twin Moose,Intra-State,Mock Delhi Transmission Utility,Planned,January 2026,TBCB,MOCK-NIP-00350,Yes,January 2026,2.0,Mock Delhi Transmission Utility,36.0,8.0,12.0,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Patparganj (28.63000N, 77.29000E)",400 kV (Planned),10350,Synthetic geometry constrained to approximate Delhi NCT study area,3.839,3.839,"LINESTRING (77.300000 28.610000, 77.303188 28.617060, 77.294439 28.631715, 77.290202 28.626237, 77.290000 28.630000)"
10351,20351,NR,Mock Okhla - Mahipalpur 400 kV S/C Line 0351,400 kV,1100,652.5,14.861,1,ACSR Moose,Quad,Intra-State,Mock Delhi Transmission Utility,Commissioned,2025,RTM,MOCK-NIP-00351,Yes,2025,1.0,Mock Delhi Transmission Utility,24.0,2.0,24.0,"Mock coordinates: Okhla (28.53000N, 77.28000E) to Mahipalpur (28.55000N, 77.13000E)",400 kV (Commissioned),10351,Synthetic geometry constrained to approximate Delhi NCT study area,14.861,14.861,"LINESTRING (77.280000 28.530000, 77.218911 28.543109, 77.130000 28.550000)"
10352,20352,NR,Mock Shahdara - Okhla 220 kV S/C Line 0352,220 kV,300,150.2,15.814,1,ACSR Moose,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2025,RTM,MOCK-NIP-00352,No,2025,,,,,,"Mock coordinates: Shahdara (28.67000N, 77.29000E) to Okhla (28.53000N, 77.28000E)",220 kV (Commissioned),10352,Synthetic geometry constrained to approximate Delhi NCT study area,15.814,15.814,"LINESTRING (77.290000 28.670000, 77.290202 28.650165, 77.275922 28.598027, 77.283538 28.558589, 77.280000 28.530000)"
10353,20353,NR,Mock Mayur Vihar - Mahipalpur 220 kV S/C Line 0353,220 kV,250,173.5,18.089,1,ACSR Zebra,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2022,RTM,MOCK-NIP-00353,No,2022,,,,,,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Mahipalpur (28.55000N, 77.13000E)",220 kV (Commissioned),10353,Synthetic geometry constrained to approximate Delhi NCT study area,18.089,18.089,"LINESTRING (77.300000 28.610000, 77.199991 28.587592, 77.130000 28.550000)"
10354,20354,NR,Mock Najafgarh - Punjabi Bagh 765 kV D/C Line 0354,765 kV,4250,0.0,16.096,2,ACSR / AAAC / AL59,Hexa,ISTS,Mock Powergrid Delhi,Under Bidding,January 2025,RTM,MOCK-NIP-00354,No,January 2025,,,,,,"Mock coordinates: Najafgarh (28.61000N, 76.98000E) to Punjabi Bagh (28.67000N, 77.13000E)",765 kV (Under Bidding),10354,Synthetic geometry constrained to approximate Delhi NCT study area,16.096,16.096,"LINESTRING (76.980000 28.610000, 77.053534 28.642111, 77.130000 28.670000)"
10355,20355,NR,Mock Okhla - Patparganj 220 kV D/C Line 0355,220 kV,700,0.0,11.747,2,ACSR Moose,Twin,Intra-State,Mock Delhi Transmission Utility,Under Construction,September 2027,TBCB,MOCK-NIP-00355,No,September 2027,,,,,,"Mock coordinates: Okhla (28.53000N, 77.28000E) to Patparganj (28.63000N, 77.29000E)",220 kV (Under Construction),10355,Synthetic geometry constrained to approximate Delhi NCT study area,11.747,11.747,"LINESTRING (77.280000 28.530000, 77.281215 28.547231, 77.268178 28.577777, 77.285896 28.615174, 77.290000 28.630000)"
10356,20356,NR,Mock Punjabi Bagh - Bawana 220 kV S/C Line 0356,220 kV,350,182.2,16.532,1,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2021,RTM,MOCK-NIP-00356,No,2021,,,,,,"Mock coordinates: Punjabi Bagh (28.67000N, 77.13000E) to Bawana (28.80000N, 77.05000E)",220 kV (Commissioned),10356,Synthetic geometry constrained to approximate Delhi NCT study area,16.532,16.532,"LINESTRING (77.130000 28.670000, 77.085161 28.725258, 77.050000 28.800000)"
10357,20357,NR,Mock Bamnoli - Mahipalpur 220 kV S/C Line 0357,220 kV,450,187.0,12.964,1,ACSR Moose,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2022,TBCB,MOCK-NIP-00357,No,2022,,,,,,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Mahipalpur (28.55000N, 77.13000E)",220 kV (Commissioned),10357,Synthetic geometry constrained to approximate Delhi NCT study area,12.964,12.964,"LINESTRING (77.000000 28.530000, 77.059698 28.533021, 77.130000 28.550000)"
10358,20358,NR,Mock Patparganj - Mayur Vihar 765 kV S/C Line 0358,765 kV,2000,963.5,2.474,1,ACSR / AAAC / AL59,Quad,ISTS,Mock Powergrid Delhi,Commissioned,2019,RTM,MOCK-NIP-00358,Yes,2019,1.0,Mock Powergrid Delhi,12.0,4.0,18.0,"Mock coordinates: Patparganj (28.63000N, 77.29000E) to Mayur Vihar (28.61000N, 77.30000E)",765 kV (Commissioned),10358,Synthetic geometry constrained to approximate Delhi NCT study area,2.474,2.474,"LINESTRING (77.290000 28.630000, 77.290253 28.625199, 77.300000 28.610000)"
10359,20359,NR,Mock Mundka - Wazirabad 220 kV S/C Line 0359,220 kV,500,223.6,19.813,1,AAAC,Twin,Intra-State,Mock Delhi Transmission Utility,Commissioned,2024,RTM,MOCK-NIP-00359,No,2024,,,,,,"Mock coordinates: Mundka (28.68000N, 76.98000E) to Wazirabad (28.71000N, 77.18000E)",220 kV (Commissioned),10359,Synthetic geometry constrained to approximate Delhi NCT study area,19.813,19.813,"LINESTRING (76.980000 28.680000, 77.020896 28.687084, 77.080745 28.698818, 77.140845 28.704247, 77.180000 28.710000)"
10360,20360,NR,Mock Ridge - Okhla 400 kV D/C Line 0360,400 kV,1700,694.0,19.933,2,ACSR Moose,Quad,Intra-State,Mock Delhi Transmission Utility,Commissioned,2023,TBCB,MOCK-NIP-00360,Yes,2023,2.0,Mock Delhi Transmission Utility,12.0,4.0,18.0,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Okhla (28.53000N, 77.28000E)",400 kV (Commissioned),10360,Synthetic geometry constrained to approximate Delhi NCT study area,19.933,19.933,"LINESTRING (77.170000 28.680000, 77.230607 28.613605, 77.280000 28.530000)"
10361,20361,NR,Mock Vasant Kunj - Pusa 400 kV S/C Line 0361,400 kV,1000,525.6,11.653,1,ACSR Zebra,Twin Moose,ISTS,Mock Delhi Transmission Utility,Commissioned,2023,RTM,MOCK-NIP-00361,No,2023,,,,,,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Pusa (28.64000N, 77.17000E)",400 kV (Commissioned),10361,Synthetic geometry constrained to approximate Delhi NCT study area,11.653,11.653,"LINESTRING (77.160000 28.540000, 77.167922 28.554933, 77.181424 28.593559, 77.170103 28.626243, 77.170000 28.640000)"
10362,20362,NR,Mock Pusa - Bawana 220 kV D/C Line 0362,220 kV,850,0.0,21.498,2,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Under Bidding,September 2027,TBCB,MOCK-NIP-00362,Yes,September 2027,2.0,Mock North Delhi Transmission Co.,24.0,4.0,24.0,"Mock coordinates: Pusa (28.64000N, 77.17000E) to Bawana (28.80000N, 77.05000E)",220 kV (Under Bidding),10362,Synthetic geometry constrained to approximate Delhi NCT study area,21.498,21.498,"LINESTRING (77.170000 28.640000, 77.150467 28.678725, 77.115960 28.734341, 77.073490 28.772477, 77.050000 28.800000)"
10363,20363,NR,Mock Patparganj - Okhla 220 kV S/C Line 0363,220 kV,400,163.0,11.227,1,ACSR Moose,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2021,RTM,MOCK-NIP-00363,No,2021,,,,,,"Mock coordinates: Patparganj (28.63000N, 77.29000E) to Okhla (28.53000N, 77.28000E)",220 kV (Commissioned),10363,Synthetic geometry constrained to approximate Delhi NCT study area,11.227,11.227,"LINESTRING (77.290000 28.630000, 77.291809 28.586949, 77.280000 28.530000)"
10364,20364,NR,Mock Ridge - Lodhi Road 220 kV D/C Line 0364,220 kV,800,441.1,11.299,2,ACSR Moose,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2024,RTM,MOCK-NIP-00364,No,2024,,,,,,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Lodhi Road (28.59000N, 77.22000E)",220 kV (Commissioned),10364,Synthetic geometry constrained to approximate Delhi NCT study area,11.299,11.299,"LINESTRING (77.170000 28.680000, 77.169520 28.669285, 77.184997 28.648070, 77.207095 28.612383, 77.220000 28.590000)"
10365,20365,NR,Mock Badarpur - Patparganj 765 kV S/C Line 0365,765 kV,3000,1911.0,14.522,1,AL 59 Zebra,Hexa,ISTS,Mock Powergrid Delhi,Commissioned,2024,TBCB,MOCK-NIP-00365,No,2024,,,,,,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Patparganj (28.63000N, 77.29000E)",765 kV (Commissioned),10365,Synthetic geometry constrained to approximate Delhi NCT study area,14.522,14.522,"LINESTRING (77.300000 28.500000, 77.290422 28.558540, 77.290000 28.630000)"
10366,20366,NR,Mock Ridge - Rohini 220 kV D/C Line 0366,220 kV,500,378.5,9.292,2,AAAC,Single,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2024,TBCB,MOCK-NIP-00366,Yes,2024,2.0,Mock South Delhi Transmission Co.,18.0,8.0,24.0,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Rohini (28.74000N, 77.11000E)",220 kV (Commissioned),10366,Synthetic geometry constrained to approximate Delhi NCT study area,9.292,9.292,"LINESTRING (77.170000 28.680000, 77.127171 28.704097, 77.110000 28.740000)"
10367,20367,NR,Mock Ridge - Mundka 220 kV D/C Line 0367,220 kV,950,520.0,18.712,2,ACSR Zebra,Single,Intra-State,Mock Delhi Transmission Utility,Commissioned,2024,RTM,MOCK-NIP-00367,Yes,2024,2.0,Mock Delhi Transmission Utility,18.0,8.0,24.0,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Mundka (28.68000N, 76.98000E)",220 kV (Commissioned),10367,Synthetic geometry constrained to approximate Delhi NCT study area,18.712,18.712,"LINESTRING (77.170000 28.680000, 77.132848 28.687363, 77.064173 28.689969, 77.007085 28.684511, 76.980000 28.680000)"
10368,20368,NR,Mock Bamnoli - Rohini 220 kV D/C Line 0368,220 kV,500,0.0,25.764,2,AAAC,Single,Intra-State,Mock South Delhi Transmission Co.,Under Construction,June 2025,TBCB,MOCK-NIP-00368,No,June 2025,,,,,,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Rohini (28.74000N, 77.11000E)",220 kV (Under Construction),10368,Synthetic geometry constrained to approximate Delhi NCT study area,25.764,25.764,"LINESTRING (77.000000 28.530000, 77.041297 28.628317, 77.110000 28.740000)"
10369,20369,NR,Mock Lodhi Road - Rohini 220 kV D/C Line 0369,220 kV,750,0.0,19.921,2,AAAC,Twin,Intra-State,Mock North Delhi Transmission Co.,Under Construction,March 2026,RTM,MOCK-NIP-00369,Yes,March 2026,2.0,Mock North Delhi Transmission Co.,12.0,4.0,24.0,"Mock coordinates: Lodhi Road (28.59000N, 77.22000E) to Rohini (28.74000N, 77.11000E)",220 kV (Under Construction),10369,Synthetic geometry constrained to approximate Delhi NCT study area,19.921,19.921,"LINESTRING (77.220000 28.590000, 77.202937 28.617250, 77.177430 28.654885, 77.129226 28.706170, 77.110000 28.740000)"
10370,20370,NR,Mock Okhla - Punjabi Bagh 220 kV D/C Line 0370,220 kV,700,498.1,21.382,2,ACSR Zebra,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2022,TBCB,MOCK-NIP-00370,No,2022,,,,,,"Mock coordinates: Okhla (28.53000N, 77.28000E) to Punjabi Bagh (28.67000N, 77.13000E)",220 kV (Commissioned),10370,Synthetic geometry constrained to approximate Delhi NCT study area,21.382,21.382,"LINESTRING (77.280000 28.530000, 77.198384 28.610350, 77.130000 28.670000)"
10371,20371,NR,Mock Badarpur - Mayur Vihar 220 kV S/C Line 0371,220 kV,400,246.7,12.35,1,ACSR Moose,Twin,Intra-State,Mock Delhi Transmission Utility,Commissioned,2022,RTM,MOCK-NIP-00371,No,2022,,,,,,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Mayur Vihar (28.61000N, 77.30000E)",220 kV (Commissioned),10371,Synthetic geometry constrained to approximate Delhi NCT study area,12.35,12.35,"LINESTRING (77.300000 28.500000, 77.295506 28.523710, 77.296832 28.567627, 77.302870 28.598711, 77.300000 28.610000)"
10372,20372,NR,Mock Badarpur - Vasant Kunj 400 kV D/C Line 0372,400 kV,2250,1646.9,14.728,2,ACSR Moose,Twin Moose,ISTS,Mock Inter-State Grid Delhi,Commissioned,2020,RTM,MOCK-NIP-00372,No,2020,,,,,,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Vasant Kunj (28.54000N, 77.16000E)",400 kV (Commissioned),10372,Synthetic geometry constrained to approximate Delhi NCT study area,14.728,14.728,"LINESTRING (77.300000 28.500000, 77.241413 28.531692, 77.160000 28.540000)"
10373,20373,NR,Mock Vasant Kunj - Dwarka 400 kV S/C Line 0373,400 kV,850,505.6,14.029,1,ACSR Moose,Twin Moose,ISTS,Mock Inter-State Grid Delhi,Commissioned,2018,TBCB,MOCK-NIP-00373,Yes,2018,1.0,Mock Inter-State Grid Delhi,24.0,2.0,12.0,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Dwarka (28.59000N, 77.03000E)",400 kV (Commissioned),10373,Synthetic geometry constrained to approximate Delhi NCT study area,14.029,14.029,"LINESTRING (77.160000 28.540000, 77.084554 28.579433, 77.030000 28.590000)"
10374,20374,NR,Mock Vasant Kunj - Rohini 220 kV S/C Line 0374,220 kV,350,200.1,22.869,1,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2023,RTM,MOCK-NIP-00374,Yes,2023,1.0,Mock North Delhi Transmission Co.,18.0,4.0,24.0,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Rohini (28.74000N, 77.11000E)",220 kV (Commissioned),10374,Synthetic geometry constrained to approximate Delhi NCT study area,22.869,22.869,"LINESTRING (77.160000 28.540000, 77.144164 28.648471, 77.110000 28.740000)"
10375,20375,NR,Mock Ridge - Rohini 220 kV S/C Line 0375,220 kV,250,0.0,9.169,1,ACSR Moose,Twin,Intra-State,Mock South Delhi Transmission Co.,Planned,March 2025,TBCB,MOCK-NIP-00375,Yes,March 2025,1.0,Mock South Delhi Transmission Co.,24.0,8.0,18.0,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Rohini (28.74000N, 77.11000E)",220 kV (Planned),10375,Synthetic geometry constrained to approximate Delhi NCT study area,9.169,9.169,"LINESTRING (77.170000 28.680000, 77.151053 28.687619, 77.125568 28.712344, 77.112831 28.735140, 77.110000 28.740000)"
10376,20376,NR,Mock Dwarka - Punjabi Bagh 220 kV S/C Line 0376,220 kV,400,211.2,13.221,1,ACSR Zebra,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2025,TBCB,MOCK-NIP-00376,No,2025,,,,,,"Mock coordinates: Dwarka (28.59000N, 77.03000E) to Punjabi Bagh (28.67000N, 77.13000E)",220 kV (Commissioned),10376,Synthetic geometry constrained to approximate Delhi NCT study area,13.221,13.221,"LINESTRING (77.030000 28.590000, 77.070192 28.618385, 77.130000 28.670000)"
10377,20377,NR,Mock Wazirabad - Shahdara 765 kV D/C Line 0377,765 kV,4750,3318.5,11.615,2,AL 59 Zebra,Hexa,Intra-State,Mock Powergrid Delhi,Commissioned,2025,TBCB,MOCK-NIP-00377,No,2025,,,,,,"Mock coordinates: Wazirabad (28.71000N, 77.18000E) to Shahdara (28.67000N, 77.29000E)",765 kV (Commissioned),10377,Synthetic geometry constrained to approximate Delhi NCT study area,11.615,11.615,"LINESTRING (77.180000 28.710000, 77.227210 28.693012, 77.290000 28.670000)"
10378,20378,NR,Mock Badarpur - Vasant Kunj 220 kV S/C Line 0378,220 kV,400,313.8,14.383,1,AAAC,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2019,TBCB,MOCK-NIP-00378,No,2019,,,,,,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Vasant Kunj (28.54000N, 77.16000E)",220 kV (Commissioned),10378,Synthetic geometry constrained to approximate Delhi NCT study area,14.383,14.383,"LINESTRING (77.300000 28.500000, 77.212460 28.525225, 77.160000 28.540000)"
10379,20379,NR,Mock Badarpur - Okhla 220 kV D/C Line 0379,220 kV,950,0.0,3.927,2,ACSR Moose,Single,Intra-State,Mock North Delhi Transmission Co.,Under Construction,December 2028,TBCB,MOCK-NIP-00379,No,December 2028,,,,,,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Okhla (28.53000N, 77.28000E)",220 kV (Under Construction),10379,Synthetic geometry constrained to approximate Delhi NCT study area,3.927,3.927,"LINESTRING (77.300000 28.500000, 77.284191 28.517849, 77.280000 28.530000)"
10380,20380,NR,Mock Sarita Vihar - Patparganj 220 kV D/C Line 0380,220 kV,900,352.7,11.163,2,ACSR Zebra,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2018,RTM,MOCK-NIP-00380,Yes,2018,2.0,Mock South Delhi Transmission Co.,18.0,8.0,24.0,"Mock coordinates: Sarita Vihar (28.53000N, 77.30000E) to Patparganj (28.63000N, 77.29000E)",220 kV (Commissioned),10380,Synthetic geometry constrained to approximate Delhi NCT study area,11.163,11.163,"LINESTRING (77.300000 28.530000, 77.295411 28.569421, 77.290000 28.630000)"
10381,20381,NR,Mock Okhla - Bamnoli 400 kV D/C Line 0381,400 kV,2000,0.0,27.366,2,AL 59 Zebra,Quad,ISTS,Mock Delhi Transmission Utility,Under Bidding,December 2027,TBCB,MOCK-NIP-00381,No,December 2027,,,,,,"Mock coordinates: Okhla (28.53000N, 77.28000E) to Bamnoli (28.53000N, 77.00000E)",400 kV (Under Bidding),10381,Synthetic geometry constrained to approximate Delhi NCT study area,27.366,27.366,"LINESTRING (77.280000 28.530000, 77.132899 28.533697, 77.000000 28.530000)"
10382,20382,NR,Mock Pusa - Ridge 400 kV S/C Line 0382,400 kV,1150,722.6,5.699,1,ACSR Moose,Twin Moose,Intra-State,Mock Inter-State Grid Delhi,Commissioned,2022,TBCB,MOCK-NIP-00382,No,2022,,,,,,"Mock coordinates: Pusa (28.64000N, 77.17000E) to Ridge (28.68000N, 77.17000E)",400 kV (Commissioned),10382,Synthetic geometry constrained to approximate Delhi NCT study area,5.699,5.699,"LINESTRING (77.170000 28.640000, 77.152636 28.667919, 77.170000 28.680000)"
10383,20383,NR,Mock Najafgarh - Vasant Kunj 400 kV D/C Line 0383,400 kV,1400,0.0,19.271,2,AL 59 Zebra,Twin Moose,ISTS,Mock Inter-State Grid Delhi,Under Construction,September 2025,TBCB,MOCK-NIP-00383,No,September 2025,,,,,,"Mock coordinates: Najafgarh (28.61000N, 76.98000E) to Vasant Kunj (28.54000N, 77.16000E)",400 kV (Under Construction),10383,Synthetic geometry constrained to approximate Delhi NCT study area,19.271,19.271,"LINESTRING (76.980000 28.610000, 77.067505 28.569374, 77.160000 28.540000)"
10384,20384,NR,Mock Ridge - Sarita Vihar 220 kV S/C Line 0384,220 kV,250,0.0,20.959,1,AAAC,Twin,Intra-State,Mock Delhi Transmission Utility,Under Construction,September 2027,TBCB,MOCK-NIP-00384,Yes,September 2027,1.0,Mock Delhi Transmission Utility,12.0,8.0,18.0,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Sarita Vihar (28.53000N, 77.30000E)",220 kV (Under Construction),10384,Synthetic geometry constrained to approximate Delhi NCT study area,20.959,20.959,"LINESTRING (77.170000 28.680000, 77.239210 28.600583, 77.300000 28.530000)"
10385,20385,NR,Mock Badarpur - Patparganj 220 kV D/C Line 0385,220 kV,1000,568.6,14.602,2,AAAC,Single,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2024,TBCB,MOCK-NIP-00385,Yes,2024,2.0,Mock South Delhi Transmission Co.,24.0,2.0,24.0,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Patparganj (28.63000N, 77.29000E)",220 kV (Commissioned),10385,Synthetic geometry constrained to approximate Delhi NCT study area,14.602,14.602,"LINESTRING (77.300000 28.500000, 77.298153 28.525553, 77.289646 28.569837, 77.294801 28.603729, 77.290000 28.630000)"
10386,20386,NR,Mock Mayur Vihar - Patparganj 220 kV S/C Line 0386,220 kV,400,0.0,4.319,1,ACSR Zebra,Single,Intra-State,Mock Delhi Transmission Utility,Under Bidding,June 2029,RTM,MOCK-NIP-00386,Yes,June 2029,1.0,Mock Delhi Transmission Utility,24.0,8.0,12.0,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Patparganj (28.63000N, 77.29000E)",220 kV (Under Bidding),10386,Synthetic geometry constrained to approximate Delhi NCT study area,4.319,4.319,"LINESTRING (77.300000 28.610000, 77.277801 28.614495, 77.290000 28.630000)"
10387,20387,NR,Mock Mayur Vihar - Lodhi Road 220 kV D/C Line 0387,220 kV,600,241.3,8.217,2,AAAC,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2019,TBCB,MOCK-NIP-00387,No,2019,,,,,,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Lodhi Road (28.59000N, 77.22000E)",220 kV (Commissioned),10387,Synthetic geometry constrained to approximate Delhi NCT study area,8.217,8.217,"LINESTRING (77.300000 28.610000, 77.272504 28.608614, 77.220000 28.590000)"
10388,20388,NR,Mock Ridge - Okhla 220 kV D/C Line 0388,220 kV,800,0.0,19.868,2,ACSR Moose,Single,Intra-State,Mock South Delhi Transmission Co.,Under Bidding,June 2029,TBCB,MOCK-NIP-00388,No,June 2029,,,,,,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Okhla (28.53000N, 77.28000E)",220 kV (Under Bidding),10388,Synthetic geometry constrained to approximate Delhi NCT study area,19.868,19.868,"LINESTRING (77.170000 28.680000, 77.216841 28.606993, 77.280000 28.530000)"
10389,20389,NR,Mock Dwarka - Lodhi Road 400 kV S/C Line 0389,400 kV,950,0.0,18.569,1,ACSR Zebra,Quad,Intra-State,Mock Delhi Transmission Utility,Under Bidding,December 2029,TBCB,MOCK-NIP-00389,Yes,December 2029,1.0,Mock Delhi Transmission Utility,36.0,2.0,24.0,"Mock coordinates: Dwarka (28.59000N, 77.03000E) to Lodhi Road (28.59000N, 77.22000E)",400 kV (Under Bidding),10389,Synthetic geometry constrained to approximate Delhi NCT study area,18.569,18.569,"LINESTRING (77.030000 28.590000, 77.121483 28.593749, 77.220000 28.590000)"
10390,20390,NR,Mock Dwarka - Patparganj 400 kV D/C Line 0390,400 kV,1700,986.1,25.822,2,ACSR Zebra,Quad,ISTS,Mock Delhi Transmission Utility,Commissioned,2022,RTM,MOCK-NIP-00390,No,2022,,,,,,"Mock coordinates: Dwarka (28.59000N, 77.03000E) to Patparganj (28.63000N, 77.29000E)",400 kV (Commissioned),10390,Synthetic geometry constrained to approximate Delhi NCT study area,25.822,25.822,"LINESTRING (77.030000 28.590000, 77.158650 28.602211, 77.290000 28.630000)"
10391,20391,NR,Mock Bamnoli - Vasant Kunj 220 kV S/C Line 0391,220 kV,350,250.2,15.945,1,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2020,RTM,MOCK-NIP-00391,Yes,2020,1.0,Mock North Delhi Transmission Co.,12.0,8.0,12.0,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Vasant Kunj (28.54000N, 77.16000E)",220 kV (Commissioned),10391,Synthetic geometry constrained to approximate Delhi NCT study area,15.945,15.945,"LINESTRING (77.000000 28.530000, 77.028269 28.525801, 77.070585 28.524499, 77.128529 28.540470, 77.160000 28.540000)"
